C0/date,C0/min,C0/max,C0/mean,C0/stDev,C0/sampleCount,C0/noDataCount,C0/median,C0/p10,C0/p90
2024-09-09T00:00:00.000Z,0.7677165865898132,2.0728347301483154,1.4262346664078132,0.23387965246986664,2394,702,1.4330708980560303,1.1003937721252441,1.7401574850082397
2024-09-10T00:00:00.000Z,1.1003937721252441,2.2519686222076416,1.5968971823992788,0.21464044079022798,2394,2175,1.5610237121582031,1.3562992811203003,1.919291377067566
2024-09-11T00:00:00.000Z,0.8188976645469666,2.5590550899505615,1.5513122459168647,0.36622023958854744,2394,1448,1.5354331731796265,1.1003937721252441,2.0984251499176025
2024-09-12T00:00:00.000Z,0.7677165865898132,2.2519686222076416,1.4946396595627607,0.2706972472442589,2394,704,1.5098425149917603,1.1259843111038208,1.842519760131836
2024-09-13T00:00:00.000Z,0.7421259880065918,2.021653652191162,1.4160717342214577,0.2364472722725185,2394,1000,1.4330708980560303,1.1003937721252441,1.714566946029663
2024-09-14T00:00:00.000Z,0.8444882035255432,2.2775590419769287,1.5707003388146596,0.2735908169087244,2394,1397,1.6122047901153564,1.2027559280395508,1.919291377067566
2024-09-15T00:00:00.000Z,0.8188976645469666,2.456692934036255,1.5920380409627515,0.30359405145449464,2394,1356,1.5866142511367798,1.1771653890609741,1.9960631132125854
2024-09-16T00:00:00.000Z,0.7677165865898132,2.2519686222076416,1.451540350596395,0.254656437670436,2394,705,1.4842519760131836,1.1003937721252441,1.7913386821746826
2024-09-18T00:00:00.000Z,0.7677165865898132,2.328740119934082,1.4757739219956725,0.2814696263419738,2394,1084,1.4842519760131836,1.1003937721252441,1.842519760131836
2024-09-19T00:00:00.000Z,1.2027559280395508,2.2519686222076416,1.6946632294427784,0.19890121949765294,2394,2268,1.6889764070510864,1.4842519760131836,1.9704724550247192
2024-09-21T00:00:00.000Z,0.8188976645469666,2.5846457481384277,1.6040363619104032,0.33143653799475925,2394,1498,1.5866142511367798,1.1771653890609741,2.021653652191162
2024-09-22T00:00:00.000Z,0.7933071255683899,2.2775590419769287,1.502839953130017,0.2690615995293516,2394,702,1.5098425149917603,1.1515748500823975,1.842519760131836
2024-09-23T00:00:00.000Z,0.7933071255683899,2.3799214363098145,1.5491249752795069,0.29243812811950126,2394,710,1.5610237121582031,1.1771653890609741,1.9448819160461426
2024-09-24T00:00:00.000Z,1.381889820098877,1.8681102991104126,1.6702340572652683,0.08405062314815853,2394,2323,1.6633858680725098,1.5866142511367798,1.7913386821746826
2024-09-25T00:00:00.000Z,0.7933071255683899,2.482283592224121,1.5901073402334833,0.2988117075070188,2394,731,1.5866142511367798,1.1771653890609741,1.9704724550247192
2024-09-26T00:00:00.000Z,0.8188976645469666,2.175196886062622,1.4781114946936316,0.24617439290416984,2394,702,1.4842519760131836,1.1515748500823975,1.8169292211532593
2024-09-27T00:00:00.000Z,0.8188976645469666,2.4311025142669678,1.5234146999461302,0.2870865779685815,2394,714,1.5098425149917603,1.1515748500823975,1.919291377067566
2024-09-28T00:00:00.000Z,0.7933071255683899,2.175196886062622,1.4456541941363417,0.24418685614315694,2394,704,1.4330708980560303,1.1259843111038208,1.765748143196106
2024-09-29T00:00:00.000Z,0.8188976645469666,2.4311025142669678,1.5649523817222568,0.2903181309417461,2394,733,1.5610237121582031,1.1771653890609741,1.9704724550247192
2024-09-30T00:00:00.000Z,0.9468504190444946,2.2775590419769287,1.5858457388581926,0.25074184376031583,2394,1395,1.5610237121582031,1.253937005996704,1.919291377067566
2024-10-01T00:00:00.000Z,0.8956693410873413,2.8405513763427734,1.682713407746713,0.29340182407785054,2394,1491,1.6889764070510864,1.305118203163147,2.0728347301483154
2024-10-02T00:00:00.000Z,0.9724409580230713,2.1240158081054688,1.456045361778356,0.2261848489912638,2394,1093,1.4330708980560303,1.1771653890609741,1.765748143196106
2024-10-03T00:00:00.000Z,0.9468504190444946,2.4311025142669678,1.6047408624998925,0.26697296954287447,2394,1410,1.5866142511367798,1.2795275449752808,1.9960631132125854
2024-10-04T00:00:00.000Z,0.8956693410873413,2.1240158081054688,1.447588439450063,0.21550483404938692,2394,1079,1.4074803590774536,1.2027559280395508,1.7401574850082397
2024-10-06T00:00:00.000Z,1.305118203163147,2.2007875442504883,1.64837604531875,0.23778382373939969,2394,2290,1.6122047901153564,1.381889820098877,2.1240158081054688
2024-10-07T00:00:00.000Z,0.8700787425041199,2.456692934036255,1.5974715966040065,0.2762346773053888,2394,1397,1.5610237121582031,1.2795275449752808,1.9960631132125854
2024-10-08T00:00:00.000Z,0.9724409580230713,2.763779640197754,1.7472660214371163,0.30846559885419716,2394,1494,1.6633858680725098,1.4074803590774536,2.2263779640197754
2024-10-09T00:00:00.000Z,1.0236220359802246,2.328740119934082,1.6074649811601287,0.23313222284345564,2394,1217,1.5610237121582031,1.3307087421417236,1.9448819160461426
