DATAFLOW,LAST UPDATE,freq,sex,unit,age,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,TOTAL:Total,FI:Finland,2023,2810493,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,TOTAL:Total,FI193:Keski-Suomi (NUTS 2021),2023,137757,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,TOTAL:Total,FI194:Etelä-Pohjanmaa (NUTS 2021),2023,93269,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,TOTAL:Total,FI195:Pohjanmaa (NUTS 2021),2023,89039,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,TOTAL:Total,FI196:Satakunta,2023,107084,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,TOTAL:Total,FI197:Pirkanmaa (NUTS 2021),2023,269060,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,TOTAL:Total,FI1B1:Helsinki-Uusimaa,2023,883300,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,TOTAL:Total,FI1C1:Varsinais-Suomi,2023,247156,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,TOTAL:Total,FI1C2:Kanta-Häme,2023,85554,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,TOTAL:Total,FI1C3:Päijät-Häme (NUTS 2021),2023,101225,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,TOTAL:Total,FI1C4:Kymenlaakso (NUTS 2021),2023,83708,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,TOTAL:Total,FI1C5:Etelä-Karjala,2023,62718,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,TOTAL:Total,FI1D1:Etelä-Savo (NUTS 2021),2023,69677,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,TOTAL:Total,FI1D2:Pohjois-Savo (NUTS 2021),2023,122927,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,TOTAL:Total,FI1D3:Pohjois-Karjala (NUTS 2021),2023,80078,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,TOTAL:Total,FI1D5:Keski-Pohjanmaa,2023,33903,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,TOTAL:Total,FI1D7:Lappi,2023,87914,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,TOTAL:Total,FI1D8:Kainuu,2023,34674,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,TOTAL:Total,FI1D9:Pohjois-Pohjanmaa,2023,206155,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,TOTAL:Total,FI200:Åland,2023,15295,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,TOTAL:Total,SE:Sweden,2023,5223232,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,TOTAL:Total,SE110:Stockholms län,2023,1216497,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,TOTAL:Total,SE121:Uppsala län,2023,200354,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,TOTAL:Total,SE122:Södermanlands län,2023,150576,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,TOTAL:Total,SE123:Östergötlands län,2023,232717,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,TOTAL:Total,SE124:Örebro län,2023,153421,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,TOTAL:Total,SE125:Västmanlands län,2023,139053,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,TOTAL:Total,SE211:Jönköpings län,2023,181620,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,TOTAL:Total,SE212:Kronobergs län,2023,100078,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,TOTAL:Total,SE213:Kalmar län,2023,122747,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,TOTAL:Total,SE214:Gotlands län,2023,30715,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,TOTAL:Total,SE221:Blekinge län,2023,77715,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,TOTAL:Total,SE224:Skåne län,2023,707683,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,TOTAL:Total,SE231:Hallands län,2023,170773,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,TOTAL:Total,SE232:Västra Götalands län,2023,870759,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,TOTAL:Total,SE311:Värmlands län,2023,140815,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,TOTAL:Total,SE312:Dalarnas län,2023,142412,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,TOTAL:Total,SE313:Gävleborgs län,2023,142643,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,TOTAL:Total,SE321:Västernorrlands län,2023,120291,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,TOTAL:Total,SE322:Jämtlands län,2023,65333,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,TOTAL:Total,SE331:Västerbottens län,2023,135957,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,TOTAL:Total,SE332:Norrbottens län,2023,121073,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,UNK:Unknown,FI:Finland,2023,0,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,UNK:Unknown,FI193:Keski-Suomi (NUTS 2021),2023,0,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,UNK:Unknown,FI194:Etelä-Pohjanmaa (NUTS 2021),2023,0,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,UNK:Unknown,FI195:Pohjanmaa (NUTS 2021),2023,0,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,UNK:Unknown,FI196:Satakunta,2023,0,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,UNK:Unknown,FI197:Pirkanmaa (NUTS 2021),2023,0,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,UNK:Unknown,FI1B1:Helsinki-Uusimaa,2023,0,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,UNK:Unknown,FI1C1:Varsinais-Suomi,2023,0,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,UNK:Unknown,FI1C2:Kanta-Häme,2023,0,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,UNK:Unknown,FI1C3:Päijät-Häme (NUTS 2021),2023,0,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,UNK:Unknown,FI1C4:Kymenlaakso (NUTS 2021),2023,0,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,UNK:Unknown,FI1C5:Etelä-Karjala,2023,0,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,UNK:Unknown,FI1D1:Etelä-Savo (NUTS 2021),2023,0,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,UNK:Unknown,FI1D2:Pohjois-Savo (NUTS 2021),2023,0,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,UNK:Unknown,FI1D3:Pohjois-Karjala (NUTS 2021),2023,0,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,UNK:Unknown,FI1D5:Keski-Pohjanmaa,2023,0,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,UNK:Unknown,FI1D7:Lappi,2023,0,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,UNK:Unknown,FI1D8:Kainuu,2023,0,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,UNK:Unknown,FI1D9:Pohjois-Pohjanmaa,2023,0,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,UNK:Unknown,FI200:Åland,2023,0,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,UNK:Unknown,SE:Sweden,2023,0,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,UNK:Unknown,SE110:Stockholms län,2023,0,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,UNK:Unknown,SE121:Uppsala län,2023,0,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,UNK:Unknown,SE122:Södermanlands län,2023,0,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,UNK:Unknown,SE123:Östergötlands län,2023,0,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,UNK:Unknown,SE124:Örebro län,2023,0,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,UNK:Unknown,SE125:Västmanlands län,2023,0,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,UNK:Unknown,SE211:Jönköpings län,2023,0,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,UNK:Unknown,SE212:Kronobergs län,2023,0,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,UNK:Unknown,SE213:Kalmar län,2023,0,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,UNK:Unknown,SE214:Gotlands län,2023,0,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,UNK:Unknown,SE221:Blekinge län,2023,0,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,UNK:Unknown,SE224:Skåne län,2023,0,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,UNK:Unknown,SE231:Hallands län,2023,0,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,UNK:Unknown,SE232:Västra Götalands län,2023,0,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,UNK:Unknown,SE311:Värmlands län,2023,0,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,UNK:Unknown,SE312:Dalarnas län,2023,0,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,UNK:Unknown,SE313:Gävleborgs län,2023,0,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,UNK:Unknown,SE321:Västernorrlands län,2023,0,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,UNK:Unknown,SE322:Jämtlands län,2023,0,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,UNK:Unknown,SE331:Västerbottens län,2023,0,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,UNK:Unknown,SE332:Norrbottens län,2023,0,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,Y10-14:From 10 to 14 years,FI:Finland,2023,154687,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,Y10-14:From 10 to 14 years,FI193:Keski-Suomi (NUTS 2021),2023,7753,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,Y10-14:From 10 to 14 years,FI194:Etelä-Pohjanmaa (NUTS 2021),2023,5719,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,Y10-14:From 10 to 14 years,FI195:Pohjanmaa (NUTS 2021),2023,5515,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,Y10-14:From 10 to 14 years,FI196:Satakunta,2023,5532,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,Y10-14:From 10 to 14 years,FI197:Pirkanmaa (NUTS 2021),2023,14632,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,Y10-14:From 10 to 14 years,FI1B1:Helsinki-Uusimaa,2023,48399,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,Y10-14:From 10 to 14 years,FI1C1:Varsinais-Suomi,2023,12487,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,Y10-14:From 10 to 14 years,FI1C2:Kanta-Häme,2023,4656,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,Y10-14:From 10 to 14 years,FI1C3:Päijät-Häme (NUTS 2021),2023,5150,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,Y10-14:From 10 to 14 years,FI1C4:Kymenlaakso (NUTS 2021),2023,4081,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,Y10-14:From 10 to 14 years,FI1C5:Etelä-Karjala,2023,3110,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,Y10-14:From 10 to 14 years,FI1D1:Etelä-Savo (NUTS 2021),2023,3168,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,Y10-14:From 10 to 14 years,FI1D2:Pohjois-Savo (NUTS 2021),2023,6298,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,Y10-14:From 10 to 14 years,FI1D3:Pohjois-Karjala (NUTS 2021),2023,4074,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,Y10-14:From 10 to 14 years,FI1D5:Keski-Pohjanmaa,2023,2207,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,Y10-14:From 10 to 14 years,FI1D7:Lappi,2023,4871,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,Y10-14:From 10 to 14 years,FI1D8:Kainuu,2023,1827,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,Y10-14:From 10 to 14 years,FI1D9:Pohjois-Pohjanmaa,2023,14344,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,Y10-14:From 10 to 14 years,FI200:Åland,2023,864,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,Y10-14:From 10 to 14 years,SE:Sweden,2023,306568,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,Y10-14:From 10 to 14 years,SE110:Stockholms län,2023,72247,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,Y10-14:From 10 to 14 years,SE121:Uppsala län,2023,11604,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,Y10-14:From 10 to 14 years,SE122:Södermanlands län,2023,8970,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,Y10-14:From 10 to 14 years,SE123:Östergötlands län,2023,13547,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,Y10-14:From 10 to 14 years,SE124:Örebro län,2023,9153,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,Y10-14:From 10 to 14 years,SE125:Västmanlands län,2023,8141,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,Y10-14:From 10 to 14 years,SE211:Jönköpings län,2023,11299,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,Y10-14:From 10 to 14 years,SE212:Kronobergs län,2023,6096,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,Y10-14:From 10 to 14 years,SE213:Kalmar län,2023,6919,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,Y10-14:From 10 to 14 years,SE214:Gotlands län,2023,1715,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,Y10-14:From 10 to 14 years,SE221:Blekinge län,2023,4558,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,Y10-14:From 10 to 14 years,SE224:Skåne län,2023,42577,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,Y10-14:From 10 to 14 years,SE231:Hallands län,2023,10534,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,Y10-14:From 10 to 14 years,SE232:Västra Götalands län,2023,50474,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,Y10-14:From 10 to 14 years,SE311:Värmlands län,2023,7681,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,Y10-14:From 10 to 14 years,SE312:Dalarnas län,2023,8221,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,Y10-14:From 10 to 14 years,SE313:Gävleborgs län,2023,8063,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,Y10-14:From 10 to 14 years,SE321:Västernorrlands län,2023,6876,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,Y10-14:From 10 to 14 years,SE322:Jämtlands län,2023,3803,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,Y10-14:From 10 to 14 years,SE331:Västerbottens län,2023,7719,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,Y10-14:From 10 to 14 years,SE332:Norrbottens län,2023,6371,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,Y15-19:From 15 to 19 years,FI:Finland,2023,150416,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,Y15-19:From 15 to 19 years,FI193:Keski-Suomi (NUTS 2021),2023,7711,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,Y15-19:From 15 to 19 years,FI194:Etelä-Pohjanmaa (NUTS 2021),2023,5196,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,Y15-19:From 15 to 19 years,FI195:Pohjanmaa (NUTS 2021),2023,4991,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,Y15-19:From 15 to 19 years,FI196:Satakunta,2023,5480,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,Y15-19:From 15 to 19 years,FI197:Pirkanmaa (NUTS 2021),2023,14576,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,Y15-19:From 15 to 19 years,FI1B1:Helsinki-Uusimaa,2023,46814,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,Y15-19:From 15 to 19 years,FI1C1:Varsinais-Suomi,2023,12445,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,Y15-19:From 15 to 19 years,FI1C2:Kanta-Häme,2023,4634,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,Y15-19:From 15 to 19 years,FI1C3:Päijät-Häme (NUTS 2021),2023,5292,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,Y15-19:From 15 to 19 years,FI1C4:Kymenlaakso (NUTS 2021),2023,4011,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,Y15-19:From 15 to 19 years,FI1C5:Etelä-Karjala,2023,3084,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,Y15-19:From 15 to 19 years,FI1D1:Etelä-Savo (NUTS 2021),2023,3209,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,Y15-19:From 15 to 19 years,FI1D2:Pohjois-Savo (NUTS 2021),2023,6252,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,Y15-19:From 15 to 19 years,FI1D3:Pohjois-Karjala (NUTS 2021),2023,4090,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,Y15-19:From 15 to 19 years,FI1D5:Keski-Pohjanmaa,2023,2105,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,Y15-19:From 15 to 19 years,FI1D7:Lappi,2023,4385,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,Y15-19:From 15 to 19 years,FI1D8:Kainuu,2023,1759,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,Y15-19:From 15 to 19 years,FI1D9:Pohjois-Pohjanmaa,2023,13587,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,Y15-19:From 15 to 19 years,FI200:Åland,2023,795,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,Y15-19:From 15 to 19 years,SE:Sweden,2023,292308,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,Y15-19:From 15 to 19 years,SE110:Stockholms län,2023,68560,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,Y15-19:From 15 to 19 years,SE121:Uppsala län,2023,11285,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,Y15-19:From 15 to 19 years,SE122:Södermanlands län,2023,8823,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,Y15-19:From 15 to 19 years,SE123:Östergötlands län,2023,13368,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,Y15-19:From 15 to 19 years,SE124:Örebro län,2023,8537,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,Y15-19:From 15 to 19 years,SE125:Västmanlands län,2023,7807,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,Y15-19:From 15 to 19 years,SE211:Jönköpings län,2023,10611,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,Y15-19:From 15 to 19 years,SE212:Kronobergs län,2023,5853,,
ESTAT:DEMO_R_PJANGRP3(1.0),14/02/25 11:00:00,A:Annual,F:Females,NR:Number,Y15-19:From 15 to 19 years,SE213:Kalmar län,2023,6510,,
